Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%),Wavelength (nm),Transmittance (%)
 436 , 21.9971843072631 , 427 , 44.4760051156704 , 432.4 , 37.246481640189 , 412.151479289941 , 36.1545539236188 , 414.609740555303 , 36.540613769101 , 418.738461538462 , 31.4436577116321 , 433.3 , 29.6195177912719 , 436 , 19.81507129226 , 433.3 , 26.0353916925871 , 410.8 , 37.5166615336152 , 411.328671328671 , 34.2701016895865 , 433 , 34.8925261712988 , 433.84 , 34.057999868597 , 409.941538461538 , 37.5284716043742 , 410.269392146315 , 38.3616475053027 , 436 , 19.4858604397383 , 436 , 25.4652058819694 , 433.3 , 26.4752237660764 , 441.4 , 19.8851448688736 , 412.246153846154 , 36.4051671555134 , 433.3 , 28.7635994960041 , 431.8 , 30.7515593756939 , 410.216331360947 , 38.4907484041984 , 410.145454545455 , 36.9152984170282 , 426.228571428571 , 36.662238775276 , 441.4 , 17.2683478316371 , 413.181538461538 , 36.2527248246833 , 439.6 , 17.3009116744228 , 411.538461538462 , 40.3193970934824 , 437.8 , 23.5592336223128 
 437.2 , 20.9251786428872 , 427.45 , 43.3383010531485 , 433 , 35.9870440623892 , 412.246153846154 , 36.4421578484851 , 414.740828402367 , 36.8339279148675 , 419.2 , 31.1138682236284 , 434.2 , 28.5098948260173 , 437.2 , 18.8481211256197 , 434.2 , 25.147603393725 , 410.970414201183 , 38.1187358881779 , 411.454545454545 , 34.709288384649 , 433.6 , 33.7593718668196 , 434.56 , 32.9148872839441 , 410.08 , 37.9538953210815 , 410.346853146853 , 38.6640837453995 , 437.2 , 18.3823463058763 , 437.2 , 24.3480044954194 , 434.2 , 25.3636734482495 , 443.2 , 19.1078124704545 , 412.4 , 36.8930411447304 , 434.2 , 27.6343633739937 , 432.4 , 29.8928584294413 , 410.301538461538 , 38.7827112901509 , 410.269392146315 , 37.4033354357107 , 426.742857142857 , 35.5696623609019 , 443.2 , 16.5198861943139 , 413.32 , 36.7720112319528 , 441.4 , 16.4002125643418 , 411.822485207101 , 40.7781634086168 , 438.7 , 22.710630214618 
 438.4 , 19.976593035017 , 427.9 , 42.219349211641 , 433.6 , 34.7766839832236 , 412.4 , 36.9061961519486 , 414.953846153846 , 37.2904696294324 , 419.938461538462 , 30.5197779770104 , 435.1 , 27.4966329854721 , 438.4 , 17.9906072438274 , 435.1 , 24.3435028840317 , 411.076923076923 , 38.4921233438242 , 411.578483055406 , 35.1430896184684 , 434.2 , 32.6741957052795 , 435.28 , 31.8307935110985 , 410.216331360947 , 38.3688577164549 , 410.472727272727 , 39.1522138923795 , 438.4 , 17.3997879553213 , 438.4 , 23.3602818239416 , 435.1 , 24.3434666547414 , 445 , 18.5532970491159 , 412.551479289941 , 37.3700326116221 , 435.1 , 26.5902216047076 , 433.3 , 28.6882163099397 , 410.44 , 39.2508014908044 , 410.346853146853 , 37.707595059699 , 427.257142857143 , 34.5171831251132 , 445 , 15.9667485104475 , 413.456331360947 , 37.2817251372439 , 443.2 , 15.7323931130027 , 412 , 41.0349992480685 , 439.6 , 21.9388955823288 
 439.6 , 19.1529819928683 , 428.35 , 41.121650537579 , 434.2 , 33.6177864177153 , 412.551479289941 , 37.3586150569702 , 415.3 , 37.9758445998997 , 420.4 , 30.1191368192953 , 436 , 26.5758662182869 , 439.6 , 17.2449158966991 , 436 , 23.6187638752366 , 411.25 , 39.0933059753893 , 411.655944055944 , 35.4148152125438 , 434.8 , 31.6375249344255 , 436 , 30.8056858605779 , 410.301538461538 , 38.626067146319 , 410.596664873588 , 39.6283131677097 , 439.6 , 16.5397093660508 , 439.6 , 22.5054276803043 , 436 , 23.4107414763653 , 446.8 , 18.1971623903323 , 412.646153846154 , 37.6662049562555 , 436 , 25.6282484384882 , 434.2 , 27.5814763861941 , 410.576331360947 , 39.7034368483905 , 410.472727272727 , 38.2004519909808 , 427.771428571429 , 33.5050859412304 , 446.8 , 15.5911793687596 , 413.541538461538 , 37.5992492182444 , 445 , 15.2707858541948 , 412.279654073737 , 41.3917066643354 , 440.8 , 21.0222741811981 
 441.4 , 18.1288156226014 , 428.8 , 40.0473113992849 , 434.8 , 32.5117633032894 , 412.646153846154 , 37.6388828901194 , 415.640828402367 , 38.577476602998 , 421.138461538462 , 29.4523307240611 , 437.2 , 25.4839576105416 , 441.4 , 16.3166331468386 , 437.2 , 22.7677874634365 , 411.420414201183 , 39.6775184992406 , 411.781818181818 , 35.8571993118679 , 435.4 , 30.6493897664009 , 436.9 , 29.6064537975722 , 410.44 , 39.0402405620984 , 410.674125874126 , 39.923345900165 , 441.4 , 15.4556767927145 , 441.4 , 21.449914470918 , 437.2 , 22.295056602107 , 450.4 , 17.9982740188632 , 412.8 , 38.1438821418314 , 437.2 , 24.4669979415192 , 435.1 , 26.569351202146 , 410.661538461538 , 39.9818896131792 , 410.596664873588 , 38.6834496112702 , 428.285714285714 , 32.5333596281834 , 450.4 , 15.3136541874631 , 413.68 , 38.1130898685988 , 446.8 , 14.9940805911125 , 412.454437869822 , 41.584392531282 , 442 , 20.225254159925 
 443.2 , 17.3304611561923 , 429.314285714286 , 38.8503290313279 , 435.4 , 31.4592326454321 , 412.8 , 38.089836951671 , 415.853846153846 , 38.914529634896 , 421.6 , 29.0258142644679 , 438.4 , 24.5264382834687 , 443.2 , 15.5932900427868 , 438.4 , 22.0298917542032 , 411.526923076923 , 40.0382618699967 , 411.905755782679 , 36.2935897332568 , 436 , 29.70945481337 , 437.8 , 28.4873493851707 , 410.576331360947 , 39.4431190543971 , 410.8 , 40.3982095396704 , 443.2 , 14.5902092142505 , 443.2 , 20.6377530258544 , 438.4 , 21.3045253478379 , 454 , 18.3066074544842 , 412.951479289941 , 38.6093540937749 , 438.4 , 23.4252117073837 , 436 , 25.6479756936698 , 410.8 , 40.4266222431876 , 410.674125874126 , 38.9839800412387 , 428.8 , 31.60174927559 , 454 , 15.5363858568725 , 413.816331360947 , 38.6159257590911 , 450.4 , 14.9312825557269 , 412.738461538462 , 41.8472646796768 , 443.2 , 19.5387017849479 
 445 , 16.7313818983361 , 429.828571428571 , 37.6882363552218 , 436 , 30.4602077030337 , 412.951479289941 , 38.5279607399501 , 416.2 , 39.3956161517174 , 422.338461538462 , 28.3377660033733 , 439.6 , 23.7068760375553 , 445 , 15.0523783173545 , 439.6 , 21.4076067523154 , 411.7 , 40.6164441933368 , 411.983216783217 , 36.5666439559353 , 436.72 , 28.644213274391 , 438.7 , 27.4531259530416 , 410.661538461538 , 39.6922683269114 , 410.919851745887 , 40.8446280382606 , 445 , 13.9154797520046 , 445 , 20.0391600729652 , 439.6 , 20.442952488885 , 455.8 , 18.6144779003861 , 413.046153846154 , 38.8975746086742 , 439.6 , 22.5088547154725 , 437.2 , 24.5525018544945 , 410.939827036868 , 40.8654246197664 , 410.8 , 39.4698133968245 , 429.52 , 30.3639938284493 , 457.6 , 16.1789457480058 , 413.901538461538 , 38.9283725572248 , 454 , 15.3858478273615 , 413.2 , 42.1412441213348 , 445 , 18.6975250520055 
 446.8 , 16.3094597246522 , 430.342857142857 , 36.5626541523188 , 436.72 , 29.3312743812875 , 413.046153846154 , 38.7985815250662 , 416.753846153846 , 39.9880977421749 , 422.8 , 27.9086488973123 , 441.4 , 22.7138616656233 , 446.8 , 14.6750520174736 , 441.4 , 20.6713856828359 , 411.870414201183 , 41.1750234727269 , 412.109090909091 , 37.0106991620193 , 437.44 , 27.640795387943 , 439.6 , 26.5040832417722 , 410.8 , 40.092511792893 , 410.994759087067 , 41.1205704414063 , 446.8 , 13.4082899440494 , 446.8 , 19.6267968048596 , 440.8 , 19.6999540464584 , 457.6 , 19.0026415539103 , 413.2 , 39.3610882286146 , 440.8 , 21.7093092013543 , 438.4 , 23.587995457934 , 411.027218934911 , 41.1341227562611 , 410.951479289941 , 40.0497392675479 , 430.24 , 29.2021963416412 , 459.4 , 16.6242268079038 , 414.04 , 39.432664105243 , 455.8 , 15.7848377644498 , 413.938461538462 , 42.27454973537 , 446.8 , 18.05979106913 
 450.4 , 15.9256721425444 , 430.857142857143 , 35.4747780836317 , 437.44 , 28.2718550931004 , 413.2 , 39.2326913075259 , 417.1 , 40.2457369019198 , 423.538461538462 , 27.2302173020336 , 443.2 , 21.9760074120401 , 450.4 , 14.3502120543754 , 443.2 , 20.1473803148016 , 411.976923076923 , 41.5182370949801 , 412.233028509952 , 37.4481296630067 , 438.16 , 26.6963954182615 , 440.8 , 25.3653429705352 , 410.994759087067 , 40.6451312618126 , 411.116483516484 , 41.5635647226621 , 450.4 , 12.8235273324006 , 450.4 , 19.2582330664541 , 442 , 19.0657361031968 , 459.4 , 19.4477621194229 , 413.351479289941 , 39.8111064952087 , 442 , 21.0182066644294 , 439.6 , 22.7582437281334 , 411.169230769231 , 41.5611805555101 , 411.046153846154 , 40.4092239522665 , 430.96 , 28.1141497701153 , 461.2 , 17.1249395495752 , 414.176331360947 , 39.9245048785003 , 457.6 , 16.284418091619 , 414.4 , 42.1573668940991 , 448.6 , 17.6024503576762 
 454 , 16.0094212239863 , 431.371428571429 , 34.4254312773209 , 438.16 , 27.2789532290681 , 413.351479289941 , 39.6528225185986 , 417.653846153846 , 40.4789670423459 , 424 , 26.8141341225823 , 445 , 21.4641561493412 , 454 , 14.4686051844202 , 446.8 , 19.6380040918516 , 412.15 , 42.0654616948405 , 412.31048951049 , 37.7215214933638 , 438.88 , 25.8155105098031 , 442 , 24.363570623788 , 411.116483516484 , 40.9839392218489 , 411.314285714286 , 42.2679051074962 , 454 , 12.6830821967019 , 454 , 19.2788444443752 , 443.2 , 18.5311964010132 , 461.2 , 19.9229033150462 , 413.446153846154 , 40.0889074197044 , 443.2 , 20.4275373225231 , 441.4 , 21.7437367274818 , 411.4 , 42.2283869732249 , 411.2 , 40.9879079526091 , 431.68 , 27.097328934619 , 463 , 17.6548507227387 , 414.261538461538 , 40.2292676444971 , 459.4 , 16.866595059153 , 415.3 , 41.5314908917397 , 450.4 , 17.30492299754 
 457.6 , 16.4701036623754 , 431.885714285714 , 33.4151119281247 , 438.88 , 26.3569589082235 , 413.446153846154 , 39.9114931066142 , 418 , 40.515937022243 , 424.738461538462 , 26.1652002971249 , 446.8 , 21.1517145543571 , 457.6 , 14.9530418561899 , 450.4 , 19.6953935067967 , 412.320414201183 , 42.5905868329978 , 412.436363636364 , 38.1656008603183 , 439.6 , 24.9956672775744 , 443.2 , 23.4901138317208 , 411.314285714286 , 41.5229223852152 , 411.509044801353 , 42.9407031134605 , 457.6 , 12.9142325397189 , 457.6 , 19.4945516356207 , 445 , 17.8981210796143 , 463 , 20.3986655695188 , 413.6 , 40.5342419822919 , 445 , 19.7133345519645 , 443.2 , 20.9766553205625 , 411.627218934911 , 42.8507514131216 , 411.351479289941 , 41.550324663764 , 432.4 , 26.1489971187414 , 464.8 , 18.1831937932739 , 414.4 , 40.7197281347825 , 461.2 , 17.5074752318604 , 415.853846153846 , 40.9204882706397 , 454 , 17.0706237840693 
 459.4 , 16.8082603505182 , 432.4 , 32.4440363273354 , 439.6 , 25.5029378129103 , 413.6 , 40.3250377218358 , 418.454437869822 , 40.4438351368607 , 425.2 , 25.7717635914627 , 450.4 , 21.0249971707158 , 459.4 , 15.302274328788 , 454 , 20.0746291614403 , 412.426923076923 , 42.9114085363283 , 412.560301237224 , 38.6024068658867 , 440.5 , 24.0528015878436 , 445 , 22.4018050298476 , 411.509044801353 , 42.0386727251499 , 411.630769230769 , 43.3498142991638 , 461.2 , 13.4490177980509 , 461.2 , 19.6794076969898 , 446.8 , 17.4450883625943 , 464.8 , 20.8444856591431 , 413.751479289941 , 40.9648578471316 , 446.8 , 19.1841721623245 , 445 , 20.427646295142 , 411.769230769231 , 43.221270509388 , 411.446153846154 , 41.897753014202 , 433.3 , 25.0555251210991 , 466.6 , 18.6760809122912 , 414.594759087067 , 41.3984877694378 , 463 , 18.1768264687672 , 416.2 , 40.4653206240568 , 457.6 , 17.2298898132737 
 461.2 , 17.19381716469 , 433.12 , 31.1503686886027 , 440.5 , 24.5263135769415 , 413.846153846154 , 40.9680283294697 , 418.738461538462 , 40.3331327785501 , 425.938461538462 , 25.163926417104 , 454 , 21.3328545891486 , 461.2 , 15.6995233246528 , 457.6 , 20.596136002402 , 412.6 , 43.4198485295036 , 412.637762237762 , 38.8750749707274 , 441.4 , 23.1962679829236 , 446.8 , 21.5550811832098 , 411.630769230769 , 42.3530278492531 , 411.828571428571 , 43.9944130387871 , 463 , 13.8029251242631 , 464.8 , 19.6168021577321 , 450.4 , 16.9903793188077 , 466.6 , 21.2309826948814 , 413.846153846154 , 41.2297796827917 , 450.4 , 18.5936552652341 , 446.8 , 20.0702249836963 , 412 , 43.7915330428317 , 411.6 , 42.4550199196451 , 434.2 , 24.0588733801252 , 468.4 , 19.099524883136 , 414.716483516483 , 41.8153991589528 , 464.8 , 18.8382195782337 , 416.540828402367 , 39.9695757552044 , 461.2 , 17.639484474733 
 463 , 17.6050979872201 , 433.84 , 29.9327962366292 , 441.4 , 23.6450078981902 , 414 , 41.3574136084725 , 419.2 , 40.0539006879225 , 426.4 , 24.7983827042839 , 457.6 , 21.8748491008853 , 463 , 16.1232501017677 , 461.2 , 21.042055729031 , 412.770414201183 , 43.9039417494103 , 412.763636363636 , 39.3174206344253 , 442.3 , 22.4210831132904 , 448.6 , 20.9237963091743 , 411.828571428571 , 42.8500134641399 , 412.023330515638 , 44.6028716221674 , 464.8 , 14.196461704046 , 468.4 , 19.1890870677485 , 454 , 16.9593567464524 , 468.4 , 21.5331639955831 , 414 , 41.652962292251 , 454 , 18.4461066769485 , 450.4 , 19.8333313753007 , 412.227218934911 , 44.3128480696261 , 411.751479289941 , 42.9941489838678 , 435.1 , 23.1533276966807 , 472 , 19.625954479 , 414.914285714286 , 42.4795642697445 , 466.6 , 19.4508940307076 , 416.753846153846 , 39.6384728743 , 464.8 , 18.1200198540898 
 464.8 , 18.018166706364 , 434.56 , 28.7899465439129 , 442.3 , 22.8530084688828 , 414.246153846154 , 41.9589982212124 , 419.938461538462 , 39.3814464327009 , 427.138461538462 , 24.2374405967169 , 461.2 , 22.39751652331 , 464.8 , 16.5489348167299 , 464.8 , 21.2109465466164 , 412.876923076923 , 44.1977200924085 , 412.887573964497 , 39.7518327575263 , 443.2 , 21.7224178941861 , 450.4 , 20.4834730481511 , 412.023330515638 , 43.3217498081767 , 412.145054945055 , 44.9690833377855 , 466.6 , 14.6133797313925 , 470.2 , 18.8424772443785 , 457.6 , 17.2218403754695 , 472 , 21.8238872545441 , 414.246153846154 , 42.3099552520976 , 457.6 , 18.6023001778878 , 454 , 20.022976554608 , 412.369230769231 , 44.6176841452727 , 411.846153846154 , 43.3259216216569 , 436 , 22.333308904418 , 475.6 , 19.6378605483628 , 415.109044801352 , 43.1158265471891 , 468.4 , 19.9737620849753 , 417.1 , 39.0698836677765 , 468.4 , 18.4820925276807 
 466.6 , 18.4079096934683 , 435.28 , 27.7199552434284 , 443.2 , 22.1445087075327 , 414.4 , 42.3208449732427 , 420.4 , 38.8590506032849 , 427.6 , 23.902079063222 , 464.8 , 22.6383921768839 , 466.6 , 16.9501708979818 , 468.4 , 21.0076433141228 , 413.05 , 44.659988358194 , 412.965034965035 , 40.0226526949935 , 444.4 , 20.9019576893068 , 454 , 20.0409210946591 , 412.145054945055 , 43.6072967084109 , 412.342857142857 , 45.5397471173363 , 468.4 , 15.0356370170665 , 472 , 18.427348185454 , 461.2 , 17.6289310832242 , 475.6 , 21.6938607940496 , 414.4 , 42.7071524045967 , 461.2 , 18.9048999522363 , 457.6 , 20.4684394194664 , 412.6 , 45.0775840066341 , 412 , 43.8559606870387 , 437.2 , 21.3630004066361 , 479.2 , 19.1981253853114 , 415.230769230769 , 43.5037966652305 , 472 , 20.616553507407 , 417.440828402367 , 38.4781403964604 , 472 , 18.5781660896518 
 468.4 , 18.7500731840219 , 436 , 26.7206193896841 , 444.4 , 21.3202403249363 , 414.609740555303 , 42.7956553156293 , 420.854437869823 , 38.2830533871385 , 428.338461538462 , 23.3900235651889 , 468.4 , 22.4351753275782 , 468.4 , 17.3008775924004 , 472 , 20.4794202833775 , 413.220414201183 , 45.0960226670279 , 413.090909090909 , 40.4614084733445 , 445.6 , 20.1991395365631 , 457.6 , 20.0583448409658 , 412.342857142857 , 44.055415367378 , 412.537616229924 , 46.070563178968 , 470.2 , 15.4443104163793 , 473.8 , 17.9657003498454 , 464.8 , 18.0162342803777 , 479.2 , 21.2595687433226 , 414.567792444242 , 43.1278333793972 , 464.8 , 19.1849345644335 , 461.2 , 20.9624638307364 , 412.969230769231 , 45.7195706489331 , 412.151479289941 , 44.3661494007807 , 438.4 , 20.5123206220203 , 481 , 18.8682582735799 , 415.428571428571 , 44.1170898063855 , 475.6 , 20.6282624020806 , 417.653846153846 , 38.0946631599293 , 475.6 , 18.3621443144034 
 472 , 19.2137010763772 , 436.9 , 25.5670291738936 , 445.6 , 20.6224975035361 , 414.740828402367 , 43.0811348034374 , 421.138461538462 , 37.8966056755077 , 428.8 , 23.0852561186744 , 472 , 21.7988064313644 , 472 , 17.7651506997247 , 473.8 , 20.1388168846776 , 413.326923076923 , 45.3585093436785 , 413.21484669177 , 40.8915660013311 , 446.8 , 19.6046195886747 , 461.2 , 20.3500300415739 , 412.537616229924 , 44.4766578920544 , 412.659340659341 , 46.385956864703 , 472 , 15.8210265447819 , 475.6 , 17.4814284469945 , 468.4 , 18.2468098053343 , 482.8 , 20.7024608101246 , 414.672662721893 , 43.3838359745044 , 468.4 , 19.3068612988083 , 464.8 , 21.287585878643 , 413.2 , 46.0609091100002 , 412.246153846154 , 44.67877931349 , 439.6 , 19.7822865393014 , 482.8 , 18.5032930804814 , 415.623330515638 , 44.6987210226917 , 479.2 , 20.1049022167418 , 418 , 37.4529105649758 , 479.2 , 17.9038724760754 
 475.6 , 19.3209586672274 , 437.8 , 24.5057052965243 , 446.8 , 20.0402528896688 , 414.953846153846 , 43.5257804002916 , 421.6 , 37.232464140742 , 429.481656804734 , 22.6563572119402 , 473.8 , 21.365769368395 , 475.6 , 17.8444097167943 , 475.6 , 19.7772777696814 , 413.5 , 45.7679688314975 , 413.292307692308 , 41.159359191359 , 448.6 , 18.8976382499151 , 464.8 , 20.6929717623484 , 412.659340659341 , 44.7295053953979 , 412.857142857143 , 46.8705567861257 , 475.6 , 16.4184090734353 , 477.4 , 16.9976096386825 , 472 , 18.2539183963691 , 486.4 , 20.1886690117551 , 414.843076923077 , 43.7880086042615 , 472 , 19.2103097315865 , 468.4 , 21.293218212314 , 413.569230769231 , 46.510109057152 , 412.4 , 45.1760180775658 , 441.4 , 18.8903135206419 , 484.6 , 18.1300141385108 , 415.745054945055 , 45.0503254202913 , 481 , 19.7183108070784 , 418.227218934911 , 37.0212248391781 , 482.8 , 17.3440447743169 
 479.2 , 19.1079384650864 , 438.7 , 23.5382996086602 , 448.6 , 19.3619944141614 , 415.166863905325 , 43.9457079343511 , 422.043076923077 , 36.5606130134247 , 429.907692307692 , 22.4009515814614 , 475.6 , 20.8924169041228 , 479.2 , 17.5801160213296 , 477.4 , 19.4165695736653 , 413.776923076923 , 46.3773000007534 , 413.418181818182 , 41.5925860416766 , 450.4 , 18.3904945696016 , 468.4 , 20.8630885190895 , 412.857142857143 , 45.1227188307116 , 413.173626373626 , 47.571062511473 , 479.2 , 16.7555018096283 , 479.2 , 16.5346199333492 , 475.6 , 18.0621514045707 , 490 , 19.8083074841295 , 415.12 , 44.4120663916689 , 475.6 , 18.9276162977103 , 472 , 20.9530902795094 , 413.8 , 46.7303273025941 , 412.551479289941 , 45.6519156256975 , 443.2 , 18.2135697323071 , 486.4 , 17.7712174100612 , 415.942857142857 , 45.6010147841721 , 482.8 , 19.2943742212756 , 418.369230769231 , 36.747945612378 , 486.4 , 16.8295400541245 
 482.8 , 18.7042671078901 , 439.6 , 22.6623837540397 , 450.4 , 18.8920776363061 , 415.3 , 44.1951987081854 , 422.32 , 36.1272849384978 , 430.6 , 22.0062377717334 , 477.4 , 20.406558610815 , 482.8 , 17.1178748433168 , 479.2 , 19.0757743775574 , 413.95 , 46.7283502817103 , 413.542119419042 , 42.0165532070819 , 454 , 17.8515081643932 , 472 , 20.7019640111963 , 413.173626373626 , 45.7047606871833 , 413.371428571429 , 47.9603343966978 , 482.8 , 16.8498126720941 , 481 , 16.1091586292865 , 479.2 , 17.7656097490817 , 493.6 , 19.5577988111066 , 415.392662721893 , 44.9847625076288 , 479.2 , 18.5586714740016 , 475.6 , 20.3646482561545 , 414.169230769231 , 46.9870727796358 , 412.646153846154 , 45.9421381081201 , 445 , 17.7235240191804 , 490 , 17.1503838070611 , 416.137616229924 , 46.1169520414481 , 484.6 , 18.8638171475476 , 418.6 , 36.2991007543028 , 490 , 16.4562097332798 
 486.4 , 18.2650533726336 , 440.8 , 21.6271405902049 , 454 , 18.4338897100929 , 415.509740555303 , 44.5674354183374 , 422.763076923077 , 35.4177241264101 , 431.707692307692 , 21.4254137526838 , 479.2 , 19.9332915195597 , 486.4 , 16.6284520454619 , 482.8 , 18.5124233579297 , 414.226923076923 , 47.2405127219487 , 413.61958041958 , 42.2800976214452 , 457.6 , 17.8595541672838 , 475.6 , 20.1822745188931 , 413.371428571429 , 46.0380849186541 , 413.687912087912 , 48.5029783451521 , 486.4 , 16.7906276008397 , 482.8 , 15.7340313201518 , 482.8 , 17.4814785888124 , 497.2 , 19.4727530198618 , 415.563076923077 , 45.3206516435118 , 482.8 , 18.2235158012423 , 477.4 , 20.0268431317305 , 414.4 , 47.0890213074509 , 412.8 , 46.4014196763604 , 446.8 , 17.3945829306254 , 493.6 , 16.6924649392085 , 416.259340659341 , 46.4255646319136 , 486.4 , 18.4518203046561 , 418.827218934911 , 35.8524650217719 , 493.6 , 16.2422060680898 
 490 , 17.900499629381 , 442 , 20.7317884423005 , 457.6 , 18.5041632889891 , 415.640828402367 , 44.7868810678754 , 423.04 , 34.9666705528807 , 432.4 , 21.092901257728 , 481 , 19.4935546452203 , 490 , 16.2328842055585 , 486.4 , 18.167957037545 , 414.4 , 47.5288284627093 , 413.745454545455 , 42.7057918480713 , 461.2 , 18.3074996089769 , 477.4 , 19.8172768145191 , 413.687912087912 , 46.521060134146 , 413.885714285714 , 48.7910855036498 , 490 , 16.6760098640125 , 486.4 , 15.1685464103681 , 486.4 , 17.3109314387611 , 500.8 , 19.5256178578842 , 415.84 , 45.828842070406 , 486.4 , 18.0240725349726 , 479.2 , 19.6874227993893 , 414.854437869822 , 47.1632412129702 , 412.951479289941 , 46.8381485988259 , 450.4 , 17.1258216491262 , 497.2 , 16.4411592754284 , 416.457142857143 , 46.9034219477785 , 488.2 , 18.0775009037071 , 418.969230769231 , 35.5714616554785 , 497.2 , 16.2364798936567 
 493.6 , 17.6429842089256 , 443.2 , 19.964298341405 , 461.2 , 18.9495960639031 , 415.853846153846 , 45.1213524207885 , 423.483076923077 , 34.2372101789505 , 433.507692307692 , 20.6074243115936 , 482.8 , 19.1036299023213 , 493.6 , 15.969968070384 , 490 , 18.0478777642522 , 414.676923076923 , 47.938033554928 , 413.869392146315 , 43.1215767413513 , 463 , 18.6586565651774 , 479.2 , 19.4093528345082 , 413.885714285714 , 46.7907396576354 , 414.202197802198 , 49.1694581402692 , 493.6 , 16.5630384868597 , 490 , 14.8612540951021 , 490 , 17.2975821043991 , 504.4 , 19.6665933941445 , 416.112662721893 , 46.2821696538782 , 490 , 18.0027843892215 , 482.8 , 19.0725988137282 , 415.138461538462 , 47.1283743167372 , 413.046153846154 , 47.1030261434523 , 454 , 17.1787678341449 , 500.8 , 16.3971094478625 , 416.65190194421 , 47.3443220348782 , 490 , 17.7411762863449 , 419.2 , 35.1125713475956 , 500.8 , 16.4420526171242 
 497.2 , 17.5464046289895 , 445 , 19.0287410788337 , 463 , 19.2559674664551 , 416.2 , 45.6051652369374 , 423.76 , 33.7785329233466 , 434.2 , 20.3319150958816 , 486.4 , 18.5164146291989 , 497.2 , 15.8941514214008 , 493.6 , 18.0745787811409 , 414.85 , 48.1607344580158 , 413.946853146853 , 43.3796192052554 , 464.8 , 19.071477072683 , 481 , 18.9813094099447 , 414.202197802198 , 47.1696982136054 , 414.4 , 49.3542458973281 , 497.2 , 16.5450139351636 , 493.6 , 14.7653687532117 , 493.6 , 17.402961175075 , 508 , 19.83103269875 , 416.283076923077 , 46.541140752279 , 493.6 , 18.1166218093817 , 486.4 , 18.6246393397907 , 415.6 , 46.947955093537 , 413.2 , 47.5197747346714 , 457.6 , 17.387982800396 , 504.4 , 16.5415655252832 , 416.773626373626 , 47.6045055096929 , 493.6 , 17.2154598159164 , 419.427218934911 , 34.6588955492173 , 504.4 , 16.8437811840574 
 500.8 , 17.6085883648547 , 446.8 , 18.3225315968432 , 464.8 , 19.5834904272416 , 416.753846153846 , 46.2218084190362 , 424.032662721893 , 33.3262508577068 , 435.307692307692 , 19.9336971287102 , 490 , 18.2003708990691 , 500.8 , 16.0105238331544 , 497.2 , 18.263329596302 , 415.126923076923 , 48.4635917806422 , 414.072727272727 , 43.7957332101588 , 466.6 , 19.5259303219152 , 482.8 , 18.5549542782502 , 414.4 , 47.373319707445 , 414.679654073737 , 49.5481243641992 , 500.8 , 16.6481201086076 , 497.2 , 14.8986043357732 , 497.2 , 17.6772811133415 , 511.6 , 19.9494166639177 , 416.56 , 46.9211503576846 , 497.2 , 18.415580757337 , 490 , 18.3729995353083 , 416.338461538462 , 46.3752963565066 , 413.446153846154 , 48.1501018869367 , 461.2 , 17.5681965020177 , 508 , 16.8409464679056 , 416.971428571429 , 48.0014078470226 , 497.2 , 16.9062550697019 , 419.569230769231 , 34.3748387101269 , 508 , 17.4072016129948 
 504.4 , 17.804717424389 , 448.6 , 17.8165953631155 , 468.4 , 20.1906058073231 , 417.1 , 46.5075035440949 , 424.203076923077 , 33.0437100836277 , 436 , 19.7104341359324 , 493.6 , 18.0968816205175 , 504.4 , 16.3042771543412 , 500.8 , 18.5602665412332 , 415.3 , 48.6193303123832 , 414.196664873588 , 44.2013090917168 , 468.4 , 20.0000735490321 , 484.6 , 18.1494742199589 , 414.716483516483 , 47.6455093271842 , 414.854437869822 , 49.6297162516889 , 504.4 , 16.8743166700117 , 500.8 , 15.2419057378289 , 500.8 , 18.095543498131 , 515.2 , 19.9607176849028 , 417.003076923077 , 47.4221560229307 , 500.8 , 18.871678068513 , 493.6 , 18.2653519019337 , 416.8 , 45.8657652806752 , 413.6 , 48.5204657339941 , 464.8 , 17.5517853866891 , 511.6 , 17.2490982674657 , 417.287912087912 , 48.568008638657 , 500.8 , 16.8058590743141 , 419.8 , 33.9130513953154 , 509.8 , 17.7330861608214 
