Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)
 400 	 39.4697843748292 	 400 	 33.7294576319854 	 400 	 34.4460358514339 	 400 	 45.9736882996379 	 400 	 38.2226143636668 	 400 	 45.8998077237773 	 400 	 35.7092391048639 	 400 	 36.2983534737267 	 400 	 26.5301282097959 	 400 	 39.8381735550266 	 400 	 29.1829637202547 	 400 	 47.6202542469517 	 400 	 39.8582975490601 	 400 	 40.4644805140617 	 400 	 47.7951898319784 	 400 	 46.2938279706108 	 400 	 36.5647794657801 	 400 	 25.9212559766633 	 400 	 55.0878762054713 	 400 	 41.8652151537766 	 400 	 48.0468269629134 	 400 	 52.4598798446359 	 400 	 37.2868174271057 	 400 	 49.0646746690852 	 400 	 42.0878638580396 	 400 	 36.9298559259495 	 400 	 32.5983576449498 	 400 	 52.0830787609598 	 400 	 40.6481980860872 	 400 	 38.6513688336279 	 400 	 44.7128244050798 	 400 	 25.6922279174929 	 400 	 45.2958419429448 	 400 	 43.7935627382454 	 400 	 48.4465503878771 	 400 	 38.9731143705394 	 400 	 40.3538756241712 	 400 	 21.9772134385374 	 400 	 42.942467242891 	 400 	 38.4502403925172 
 400.203914428767 	 40.2850222623832 	 400.240989779451 	 34.4361209205416 	 400.189349112426 	 35.14641778366 	 400.636363636364 	 48.9565172221025 	 400.538461538462 	 40.2262056491217 	 402.333333333333 	 50.9239547277374 	 400.155934563174 	 36.371340257179 	 400.875 	 39.6711039198087 	 400.538461538462 	 27.7370421569603 	 400.189349112426 	 40.6837929701613 	 400.269230769231 	 29.8579836917056 	 400.636363636364 	 48.10137951794 	 401.75 	 45.1355362973433 	 400.240989779451 	 41.3906340872324 	 400.16731440309 	 48.7574256905734 	 400.163131543013 	 47.1617982251234 	 400.501943209271 	 37.7736256720166 	 400.411764705882 	 26.9212362267282 	 400.233045061447 	 56.1479013546259 	 400.271885905022 	 42.9651734174985 	 400.777777777778 	 51.667146417834 	 402.153846153846 	 57.8038317152174 	 400.22090729783 	 38.0134969630698 	 401 	 51.1810629739328 	 401.166666666667 	 43.2150691899441 	 401.435897435897 	 39.4068595865193 	 400.215384615385 	 33.2575276704269 	 401.75 	 57.0555747360683 	 400.163131543013 	 41.3611610923047 	 400.271885905022 	 39.6255965570232 	 400.200777283709 	 45.5250242680761 	 400.239316239316 	 26.3538390823187 	 400.7 	 48.3025150592818 	 400.203914428767 	 44.8629565300288 	 403.5 	 58.984416348253 	 400.538461538462 	 38.7930959770289 	 401.435897435897 	 43.103604592294 	 400.215384615385 	 22.3748561941258 	 400.583333333333 	 45.8216720041965 	 400.5 	 40.2982111050313 
 400.331360946746 	 40.7970715762753 	 400.391608391608 	 34.8840420660637 	 400.307692307692 	 35.5902166253054 	 401.272727272727 	 51.9022749765057 	 401.076923076923 	 42.2834934864783 	 404.666666666667 	 49.3489765592082 	 400.253393665158 	 36.7916872890001 	 401.75 	 42.9060082167597 	 401.076923076923 	 29.03756820706 	 400.307692307692 	 41.2209550064539 	 400.4375 	 30.294770293962 	 401.272727272727 	 47.9358093652484 	 403.5 	 48.2376644487489 	 400.391608391608 	 41.9740569102578 	 400.271885905022 	 49.3590415681457 	 400.265088757396 	 47.7096280323237 	 400.815657715066 	 38.4794407002236 	 400.823529411765 	 27.9914246013658 	 400.378698224852 	 56.7794403069627 	 400.441814595661 	 43.6465935936176 	 401.555555555556 	 55.1890042618775 	 403.5 	 58.2560833932591 	 400.358974358974 	 38.4742681203335 	 402 	 51.9643027168573 	 402.333333333333 	 42.9814029364688 	 402.333333333333 	 40.0597993579123 	 400.35 	 33.6815656789895 	 403.5 	 57.596176838914 	 400.265088757396 	 41.8097243706142 	 400.441814595661 	 40.231158448976 	 400.326263086026 	 46.0303785460922 	 400.388888888889 	 26.783358047659 	 401.4 	 51.2625587690194 	 400.331360946746 	 45.5365645123503 	 407 	 50.031364687377 	 400.875 	 38.5697275512993 	 402.333333333333 	 43.8059870830583 	 400.35 	 22.6338053671919 	 401.166666666667 	 48.7447676142206 	 401 	 42.215110245409 
 400.458807464725 	 41.3102384820904 	 400.542227003765 	 35.3362160278185 	 400.426035502959 	 36.0383694906559 	 401.909090909091 	 54.6933712076651 	 401.615384615385 	 44.3576680075892 	 407 	 43.4060986898462 	 400.350852767142 	 37.2169100040166 	 402.625 	 45.7142367711003 	 401.615384615385 	 30.4238769349231 	 400.426035502959 	 41.7643596732778 	 400.603180473373 	 30.7358846826112 	 401.909090909091 	 47.1435655815148 	 405.25 	 47.9704540798458 	 400.542227003765 	 42.5600289083465 	 400.376457406954 	 49.9599164163295 	 400.36704597178 	 48.2610618599084 	 401.129372220861 	 39.1376710206954 	 401.235294117647 	 29.131540916322 	 400.524351388257 	 57.3840428966577 	 400.611743286299 	 44.3208905533271 	 402.333333333333 	 58.3626122755041 	 404.001943209271 	 57.8158776568463 	 400.497041420118 	 38.939618139656 	 403 	 51.3502273856945 	 402.775147928994 	 42.5645358889859 	 403.769230769231 	 39.4945483066935 	 400.482544378698 	 34.1081002112654 	 403.907828857533 	 57.041775265969 	 400.36704597178 	 42.2601658638255 	 400.611743286299 	 40.8321449290916 	 400.451748888344 	 46.5329826847418 	 400.628205128205 	 27.4965820835316 	 402.1 	 54.0263957082193 	 400.458807464725 	 46.2132394422291 	 407.411764705882 	 48.300446684851 	 401.413461538462 	 38.0547057806223 	 403.769230769231 	 43.2406863040024 	 400.565384615385 	 23.0652500769579 	 401.75 	 51.617534811219 	 401.5 	 44.1747718302867 
 400.538461538462 	 41.6312099968983 	 400.636363636364 	 35.6207596231114 	 400.5 	 36.3205522369058 	 402.545454545455 	 57.1991283576863 	 402.153846153846 	 46.4037051913265 	 407.7 	 41.4265236944678 	 400.411764705882 	 37.4850883410604 	 403.5 	 47.7963299217683 	 402.153846153846 	 31.8837202694549 	 400.5 	 42.1069892567633 	 400.706730769231 	 31.0170762096666 	 402.300699300699 	 46.3761526450934 	 407 	 44.8089147479062 	 400.636363636364 	 42.9271714682472 	 400.441814595661 	 50.3347327225607 	 400.430769230769 	 48.6073348055577 	 401.325443786982 	 39.5215536030284 	 401.647058823529 	 30.3401490508961 	 400.615384615385 	 57.7471018083271 	 400.717948717949 	 44.737753359159 	 403.111111111111 	 60.9130095989279 	 404.315657715066 	 57.3902990904809 	 400.583333333333 	 39.2325880213226 	 404 	 49.5484375649404 	 403.051282051282 	 42.2249916157535 	 404.321499013807 	 38.8047639916411 	 400.565384615385 	 34.3792062867261 	 404.162721893491 	 56.5817752207645 	 400.430769230769 	 42.5424887880435 	 400.717948717949 	 41.2046537487863 	 400.530177514793 	 46.8453261347021 	 400.777777777778 	 27.9587568143322 	 402.8 	 56.4262177790917 	 400.538461538462 	 46.6373372490198 	 407.823529411765 	 46.5634286205954 	 401.75 	 37.6468461938683 	 404.321499013807 	 42.5555538070869 	 400.7 	 23.3458524133676 	 402.333333333333 	 54.3248898590513 	 402 	 46.1439750717423 
 400.665908056441 	 42.1446044747045 	 400.784665039103 	 36.0716723059973 	 400.616522530724 	 36.7681500160352 	 403.181818181818 	 59.2895179896823 	 402.692307692308 	 48.3695537642225 	 408.4 	 39.512455288407 	 400.507724437067 	 37.9112352244531 	 404.375 	 48.9194196305354 	 402.692307692308 	 33.3995660035234 	 400.616522530724 	 42.6511630253305 	 400.875 	 31.4828845202905 	 402.545454545455 	 45.8020393295663 	 407.583333333333 	 43.3816799652854 	 400.784665039103 	 43.5063535642448 	 400.546386097592 	 50.9326798581412 	 400.532726445152 	 49.1636286971538 	 401.639158292777 	 40.0866921931048 	 402.058823529412 	 31.6143611759764 	 400.761037778789 	 58.3024978016567 	 400.887877408587 	 45.3958384555577 	 403.888888888889 	 62.5906635405978 	 404.629372220861 	 56.860361232472 	 400.719276285844 	 39.6971158502474 	 405 	 46.9422261118244 	 403.5 	 41.5602886089294 	 404.666666666667 	 38.266865174326 	 400.7 	 34.8271225200486 	 404.417614929449 	 56.0427464199498 	 400.532726445152 	 42.9952176982399 	 400.887877408587 	 41.7943927574341 	 400.655663317111 	 47.3415801854887 	 401.017094017094 	 28.7247141879301 	 403.5 	 58.2972072694371 	 400.663947340779 	 47.3066640836826 	 408.235294117647 	 44.8474452968821 	 402.081360946746 	 37.190820623171 	 404.666666666667 	 42.0267958709092 	 400.915384615385 	 23.8128004498233 	 402.916666666667 	 56.7384567481206 	 402.5 	 48.0825830844321 
 400.745562130178 	 42.4650700003298 	 400.877353415815 	 36.3549288453265 	 400.689349112426 	 37.0496789483553 	 403.818181818182 	 60.8525546738012 	 403.230769230769 	 50.198536356933 	 409.1 	 37.7152828470695 	 400.567699269057 	 38.1797932263996 	 405.25 	 48.9886637006208 	 403.230769230769 	 34.9479045156451 	 400.689349112426 	 42.9938443162952 	 401.040680473373 	 31.9520520250189 	 402.786444324906 	 45.1741527172097 	 408.166666666667 	 41.8730945796399 	 400.877353415815 	 43.8684859062658 	 400.611743286299 	 51.3049702983081 	 400.596449704142 	 49.5125280014694 	 401.835229858898 	 40.4067266963897 	 402.470588235294 	 32.949519208021 	 400.852071005917 	 58.6327473211455 	 400.994082840237 	 45.8007157785348 	 404.666666666667 	 63.2303229243952 	 404.825443786982 	 56.4808808462909 	 400.804240631164 	 39.9891166797709 	 406 	 43.9458778611741 	 403.771885905022 	 41.0987306000996 	 405.001295472848 	 37.6797623621661 	 400.832544378698 	 35.2769853112006 	 404.576923076923 	 55.6690878832053 	 400.596449704142 	 43.2786592303566 	 400.994082840237 	 42.1583392939901 	 400.734091943559 	 47.6492016225309 	 401.166666666667 	 29.2200530406023 	 404.2 	 59.504693134432 	 400.742375967228 	 47.7253978404411 	 408.647058823529 	 43.1740827503465 	 402.288461538462 	 36.8822110331503 	 405.001295472848 	 41.4541032717082 	 401.05 	 24.116135127712 	 403.5 	 58.7294378109711 	 403 	 49.9444520430613 
 400.875 	 42.9845468215997 	 401.027972027972 	 36.8171555336778 	 400.807692307692 	 37.5098503046767 	 404.454545454545 	 61.8114898637637 	 403.769230769231 	 51.8329728692293 	 409.8 	 36.0673861165592 	 400.665158371041 	 38.6197138416878 	 406.125 	 48.0750877637886 	 403.769230769231 	 36.4989117919362 	 400.807692307692 	 43.5545918367448 	 401.144230769231 	 32.2504647981715 	 402.937062937063 	 44.7534363546563 	 408.75 	 40.3365473159896 	 401.027972027972 	 44.456490947546 	 400.717948717949 	 51.9069513764658 	 400.7 	 50.0810886446252 	 402.153846153846 	 40.8680255570527 	 402.882352941176 	 34.3388684810866 	 401 	 59.1399736868749 	 401.166666666667 	 46.4463997061248 	 405.444444444444 	 62.7940863312465 	 405.139158292777 	 55.8047348861561 	 400.942307692308 	 40.4659845097917 	 407 	 40.9012424074932 	 403.941814595661 	 40.790968158345 	 405.210438476711 	 37.2848832156057 	 400.915384615385 	 35.562556539243 	 404.831816112881 	 55.0180062507057 	 400.7 	 43.739755353748 	 401.166666666667 	 42.7407220236279 	 400.861538461538 	 48.1442277656629 	 401.313938198554 	 29.7202691450288 	 404.9 	 59.9697558397371 	 400.869822485207 	 48.405808712097 	 409.058823529412 	 41.5598152852562 	 402.625 	 36.3482973583871 	 405.210438476711 	 41.0711987686226 	 401.265384615385 	 24.6203313169669 	 404.083333333333 	 60.185273931962 	 403.5 	 51.6792665159029 
 401.000485802318 	 43.4858984823442 	 401.178590640129 	 37.2812227632777 	 400.926035502959 	 37.973038883686 	 405.090909090909 	 62.1368068827805 	 404.307692307692 	 53.2187549057531 	 410.5 	 34.5866178161971 	 400.762617473025 	 39.0638211697181 	 407 	 46.3831402261134 	 404.307692307692 	 38.0166840735004 	 400.926035502959 	 44.119713991694 	 401.3125 	 32.7436596029287 	 403.181818181818 	 44.0288430940462 	 409.333333333333 	 38.8157321609148 	 401.178590640129 	 45.0430225041243 	 400.82252021988 	 52.4952398005336 	 400.800388641854 	 50.6336901252152 	 402.663632225762 	 41.4435580501841 	 403.294117647059 	 35.7732465396954 	 401.233045061447 	 59.8600378999626 	 401.333981069757 	 47.0558738759352 	 406.222222222222 	 61.3802969492582 	 405.335229858898 	 55.3436212480307 	 401.080374753452 	 40.9452873767948 	 407.7 	 38.8691589200894 	 404.217948717949 	 40.263507265981 	 405.550295857988 	 36.6052443996663 	 401.05 	 36.0337495702108 	 404.991124260355 	 54.5809307804648 	 400.800388641854 	 44.1870087040465 	 401.333981069757 	 43.292947852625 	 400.987024263856 	 48.624898310631 	 401.405982905983 	 30.0391902684398 	 405.6 	 59.6847959703954 	 400.997269003186 	 49.0852744893246 	 409.470588235294 	 40.0166196608108 	 402.956360946746 	 35.7908032892327 	 405.550295857988 	 40.4159920768164 	 401.4 	 24.9474957576435 	 404.666666666667 	 61.0266226970799 	 404 	 53.2353321451018 
 401.078914428767 	 43.7977236585371 	 401.272727272727 	 37.5719027760836 	 401 	 38.2638979510173 	 405.727272727273 	 61.8503620803999 	 404.846153846154 	 54.3102144841689 	 411.2 	 33.280497473311 	 400.823529411765 	 39.3434253063092 	 407.538461538462 	 45.0707661221861 	 404.846153846154 	 39.4602012468034 	 401 	 44.4748971652192 	 401.478180473373 	 33.2389571376977 	 403.422807961269 	 43.2725483411127 	 409.916666666667 	 37.3444795167277 	 401.272727272727 	 45.408379187293 	 400.887877408587 	 52.8602659571796 	 400.863131543013 	 50.9795107348031 	 402.98224852071 	 41.6958978257888 	 403.705882352941 	 37.2408187876343 	 401.378698224852 	 60.2576999264168 	 401.438552571689 	 47.427531987884 	 407 	 59.19073965857 	 405.53130142502 	 54.8564216383554 	 401.166666666667 	 41.2458230632984 	 408.4 	 36.9769823784936 	 404.494082840237 	 39.7074520194244 	 405.890153239266 	 35.8881585145904 	 401.182544378698 	 36.5062018019167 	 405.150432407829 	 54.1231129402466 	 400.863131543013 	 44.4664743207157 	 401.438552571689 	 43.6310424944794 	 401.065452890305 	 48.921478521503 	 401.555555555556 	 30.5677080225161 	 406.3 	 58.7136205720061 	 401.076923076923 	 49.5089808483451 	 409.882352941176 	 38.5526622548703 	 403.163461538462 	 35.4299556211583 	 405.890153239266 	 39.7294167744849 	 401.615384615385 	 25.4906975172282 	 405.25 	 61.219783224084 	 404.5 	 54.5631686091005 
 401.206360946746 	 44.3012912996845 	 401.421028675467 	 38.0303473226448 	 401.116522530724 	 38.7239728081575 	 406.363636363636 	 61.0191754301422 	 405.384615384615 	 55.0746734507205 	 411.9 	 32.1496908644899 	 400.919489142949 	 39.7869402360255 	 408.076923076923 	 43.6285877367205 	 405.384615384615 	 40.7852634193581 	 401.116522530724 	 45.0371427930579 	 401.581730769231 	 33.5532207195734 	 403.573426573427 	 42.7815971281039 	 410.5 	 35.9475524200368 	 401.421028675467 	 45.9812765992176 	 400.994082840237 	 53.448368431475 	 400.965088757396 	 51.5417613033615 	 403.5 	 41.9241875844075 	 404.117647058824 	 38.726901379224 	 401.615384615385 	 60.812349834782 	 401.608481262327 	 48.0146188928697 	 407.411764705882 	 57.802993188553 	 405.653846153846 	 54.5399883633446 	 401.302609619178 	 41.720364529833 	 409.1 	 35.2532540118934 	 404.666666666667 	 39.348007892628 	 406.102564102564 	 35.4256351541244 	 401.265384615385 	 36.8056977329678 	 405.25 	 53.8273396437749 	 400.965088757396 	 44.920180721346 	 401.608481262327 	 44.1674700831715 	 401.192899408284 	 49.3963834610995 	 401.702827087442 	 31.1004370179797 	 407 	 57.1748862982576 	 401.202408879241 	 50.1742094216355 	 410.294117647059 	 37.1729854660502 	 403.5 	 34.828798262975 	 406.102564102564 	 39.288935290121 	 401.75 	 25.8427852558789 	 405.833333333333 	 60.7823846623474 	 405 	 55.6193610932547 
 401.333807464725 	 44.8001183576693 	 401.513717052179 	 38.3169257818267 	 401.189349112426 	 39.0125241766511 	 407 	 59.7420505826295 	 405.923076923077 	 55.4961388257963 	 412.6 	 31.1906812862011 	 400.979463974939 	 40.0659369538892 	 408.615384615385 	 42.114206180614 	 405.923076923077 	 41.9475988761182 	 401.189349112426 	 45.3899984862032 	 401.75 	 34.07128078059 	 403.724045185584 	 42.2787256416409 	 411.083333333333 	 34.641957721945 	 401.513717052179 	 46.337254103118 	 401.100288271886 	 54.0292925703926 	 401.06704597178 	 52.1038027949067 	 404.315657715066 	 41.8330150580118 	 404.529411764706 	 40.2139184263268 	 402 	 61.4569864553396 	 401.778409952966 	 48.5787804739812 	 407.823529411765 	 56.3065877777107 	 405.846901234335 	 54.0248807088873 	 401.387573964497 	 42.0173850196682 	 409.8 	 33.7118813767199 	 404.938552571689 	 38.7669624375681 	 406.311707106427 	 34.962278202575 	 401.4 	 37.2991521799431 	 405.404444064391 	 53.3552222656381 	 401.06704597178 	 45.372955447996 	 401.778409952966 	 44.68606398853 	 401.320345926263 	 49.8616401869024 	 401.794871794872 	 31.439554930661 	 407.4375 	 55.990734120905 	 401.28083750569 	 50.5881422438937 	 410.705882352941 	 35.8801466468598 	 403.831360946746 	 34.2252919399964 	 406.442421483842 	 38.5726978232971 	 401.965384615385 	 26.4267221335632 	 406.416666666667 	 59.7777976227485 	 405.5 	 56.3708322894636 
 401.413461538462 	 45.1090369798292 	 401.664335664336 	 38.7821657552565 	 401.307692307692 	 39.4827656922794 	 407.5 	 58.5002410290065 	 406.461538461538 	 55.5760986705841 	 413.3 	 30.3977076631653 	 401.076923076923 	 40.5220909348678 	 409.153846153846 	 40.5768872772886 	 406.461538461538 	 42.9060359492841 	 401.307692307692 	 45.9653214362669 	 401.915680473373 	 34.5898483969625 	 403.818181818182 	 41.9591464259026 	 411.666666666667 	 33.4384320604454 	 401.664335664336 	 46.9114763379384 	 401.166666666667 	 54.3882531873871 	 401.130769230769 	 52.4546698965389 	 404.825443786982 	 41.514833695588 	 404.941176470588 	 41.6814463831347 	 402.615384615385 	 61.7896942542822 	 401.884615384615 	 48.9187059720853 	 408.235294117647 	 54.7375255464807 	 405.967560659641 	 53.6936768378151 	 401.525641025641 	 42.5002716014791 	 410.5 	 32.3567296969439 	 405.108481262327 	 38.3966289213975 	 406.442421483842 	 34.6696524256793 	 401.532544378698 	 37.7930182602716 	 405.500971604636 	 53.0526111343524 	 401.130769230769 	 45.6552537373546 	 401.884615384615 	 45.0002310545478 	 401.4 	 50.1470451024034 	 401.944444444444 	 32.0006081471507 	 407.875 	 54.681273141928 	 401.408284023669 	 51.2569361665108 	 411.117647058824 	 34.674784208318 	 404.038461538462 	 33.8451844854543 	 406.65483234714 	 38.1211907104279 	 402.1 	 26.8047940837335 	 407 	 58.3031628573756 	 406 	 56.7978064742649 
