Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)	Wavelength (nm)	Transmittance (%)
 400 	 12.8904190219553 	 400 	 10.6905006644907 	 400 	 13.9869302333361 	 400 	 11.8612082970982 	 400 	 9.13515383514233 	 400 	 8.82520336635165 	 400 	 9.24142212911514 	 400 	 9.34199686736569 	 400 	 9.2990797234515 	 400 	 9.1520591659436 	 400 	 9.29783638879408 	 400 	 9.33040886644828 	 400 	 13.4760431984564 	 400 	 11.1703715449717 	 400 	 7.11517665219486 	 400 	 8.31099268581119 	 400 	 8.8817885016945 	 400 	 12.8057964503461 	 400 	 10.2745242757799 	 400 	 7.20489267933151 	 400 	 8.19141486551522 	 400 	 8.13265634606142 	 400 	 12.3992462894279 	 400 	 10.6696758817406 	 400 	 11.17080679681 	 400 	 8.85505482267724 	 400 	 8.42570658795751 	 400 	 12.5182612180945 	 400 	 8.58854422658695 	 400 	 12.5280586160275 	 400 	 9.15204066023412 	 400 	 8.10554364230729 	 400 	 10.4358550650308 	 400 	 6.84058823917461 	 400 	 7.39585588778385 	 400 	 7.09501807187208 	 400 	 12.5858737284067 	 400 	 7.13927097873524 	 400 	 9.43260150431581 	 400 	 8.96387451084196 
 400.391608391608 	 13.4928665300406 	 400.478632478632 	 11.2358848510598 	 400.391608391608 	 14.5325784116314 	 400.358974358974 	 12.3552039258574 	 400.538461538462 	 9.65518471815751 	 400.478632478632 	 9.31001511256322 	 400.7 	 10.0191306439781 	 400.615384615385 	 9.82837399270549 	 400.538461538462 	 9.8562955511486 	 400.777777777778 	 9.97136974403232 	 400.875 	 10.072457333147 	 400.478632478632 	 9.8260890909326 	 400.307692307692 	 13.9817181052982 	 400.430769230769 	 11.6906647305918 	 401.166666666667 	 7.9098940119146 	 401 	 9.13327272079594 	 400.478632478632 	 9.35807938925406 	 400.538461538462 	 13.6124162965923 	 400.430769230769 	 10.745700488497 	 401.166666666667 	 7.95779221855131 	 401 	 8.93457810969912 	 400.615384615385 	 8.59957002882639 	 400.358974358974 	 12.9585017453767 	 400.636363636364 	 11.4564239317367 	 400.636363636364 	 11.9932057087928 	 401 	 9.71213863642092 	 400.538461538462 	 8.91127678572503 	 400.331360946746 	 13.0177025733756 	 400.875 	 9.3999476111434 	 400.307692307692 	 13.0035449611087 	 400.538461538462 	 9.67044729234953 	 401 	 8.92349745281526 	 400.636363636364 	 11.224961831105 	 400.717948717949 	 7.2745336388418 	 400.717948717949 	 7.89081353390694 	 401.166666666667 	 7.87546171681677 	 400.636363636364 	 13.5552457610558 	 400.717948717949 	 7.57280280559833 	 400.777777777778 	 10.2250125945237 	 401.166666666667 	 9.83485961696979 
 400.636363636364 	 13.8879357814389 	 400.777777777778 	 11.5976461494331 	 400.636363636364 	 14.8902075391309 	 400.583333333333 	 12.6791414681363 	 400.875 	 10.0060027598445 	 400.777777777778 	 9.63466935608612 	 401.4 	 10.8947577445892 	 401 	 10.1575597111965 	 400.875 	 10.2299421223434 	 401.555555555556 	 10.9072945175165 	 401.75 	 10.9687785816912 	 400.777777777778 	 10.1573243870218 	 400.5 	 14.3114588034241 	 400.7 	 12.0345611903576 	 402.333333333333 	 8.88139612763848 	 402 	 10.1069135448867 	 400.777777777778 	 9.67621909162928 	 401.076923076923 	 14.4903573259074 	 400.7 	 11.0575251226959 	 402.333333333333 	 8.87616990603093 	 402 	 9.81428308551971 	 401 	 8.91690912624923 	 400.583333333333 	 13.3243318021014 	 401.272727272727 	 12.3319421022169 	 401.272727272727 	 12.9061245820254 	 402 	 10.7221944588247 	 400.875 	 9.23890659771078 	 400.538461538462 	 13.3440904399267 	 401.75 	 10.343329809388 	 400.5 	 13.3127716890176 	 400.875 	 10.019309103073 	 402 	 9.90116121029145 	 401.272727272727 	 12.1023206479025 	 401.166666666667 	 7.57368660762371 	 401.166666666667 	 8.23215074010627 	 402.333333333333 	 8.82763458514654 	 401.272727272727 	 14.6160787451829 	 401.166666666667 	 7.87264366007962 	 401.555555555556 	 11.1263973518364 	 402.333333333333 	 10.8864686575246 
 401.027972027972 	 14.5506495816721 	 401.25641025641 	 12.2117097375783 	 401.027972027972 	 15.4900163580888 	 400.942307692308 	 13.2229083244865 	 401.413461538462 	 10.6116125418579 	 401.25641025641 	 10.1913572589982 	 402.1 	 11.8794183983384 	 401.615384615385 	 10.7275062713667 	 401.413461538462 	 10.8710698546496 	 402.333333333333 	 11.9739245070493 	 402.625 	 12.0037478877147 	 401.25641025641 	 10.7239886192575 	 400.807692307692 	 14.8618366591851 	 401.130769230769 	 12.6161681239686 	 403.5 	 10.0660355767303 	 403 	 11.2552134807126 	 401.25641025641 	 10.220237805905 	 401.615384615385 	 15.4446424338507 	 401.130769230769 	 11.5858182393734 	 403.5 	 9.99132335281745 	 403 	 10.8522946500411 	 401.615384615385 	 9.46878247471456 	 400.942307692308 	 13.9365469181832 	 401.909090909091 	 13.3053117428774 	 401.909090909091 	 13.917867747871 	 403 	 11.9093719755641 	 401.413461538462 	 9.80491395115757 	 400.869822485207 	 13.8900491281478 	 402.625 	 11.4391857223079 	 400.807692307692 	 13.8275090786428 	 401.413461538462 	 10.6202101184916 	 403 	 11.0679624338962 	 401.909090909091 	 13.0769174167274 	 401.884615384615 	 8.10141607073189 	 401.884615384615 	 8.83468120734912 	 403.5 	 9.98640182032813 	 401.909090909091 	 15.771397454512 	 401.884615384615 	 8.40325369564075 	 402.333333333333 	 12.149988297554 	 403.5 	 12.1490957102617 
 401.272727272727 	 14.9844298278635 	 401.555555555556 	 12.6185095908974 	 401.272727272727 	 15.8827082986731 	 401.166666666667 	 13.5793193495131 	 401.75 	 11.0194850515849 	 401.555555555556 	 10.5640450873888 	 402.8 	 12.9848783853434 	 402 	 11.1124226646809 	 401.75 	 11.3002891593157 	 403.111111111111 	 13.1857101072877 	 403.5 	 13.1962860413085 	 401.555555555556 	 11.1024306000372 	 401 	 15.220546535668 	 401.4 	 13.0000432540301 	 404.666666666667 	 11.5070345731965 	 404 	 12.6032819318518 	 401.555555555556 	 10.5833917256913 	 402.153846153846 	 16.4802894240613 	 401.4 	 11.9352729391192 	 404.666666666667 	 11.3393471050531 	 404 	 12.0733976269168 	 402 	 9.8431624326829 	 401.166666666667 	 14.3363880362574 	 402.545454545455 	 14.3861200399796 	 402.545454545455 	 15.0369051590009 	 404 	 13.3007925773585 	 401.75 	 10.1866026992066 	 401.076923076923 	 14.2466291887927 	 403.5 	 12.7107486028405 	 401 	 14.1620800783144 	 401.75 	 11.0241336812626 	 404 	 12.4583822306412 	 402.545454545455 	 14.1582904000188 	 402.333333333333 	 8.46449475343826 	 402.333333333333 	 9.24956847196615 	 404.666666666667 	 11.3936038243941 	 402.545454545455 	 17.0222834147395 	 402.333333333333 	 8.76942935564624 	 403.111111111111 	 13.3099336304871 	 404.666666666667 	 13.6573354638933 
 401.664335664336 	 15.7105541627353 	 402.034188034188 	 13.3080388120088 	 401.664335664336 	 16.5405524316294 	 401.525641025641 	 14.1772913688187 	 402.288461538462 	 11.7222713781815 	 402.034188034188 	 11.2028839893611 	 403.5 	 14.2232558755512 	 402.615384615385 	 11.7775014224399 	 402.288461538462 	 12.035384788559 	 403.888888888889 	 14.5565652915319 	 404.375 	 14.5670115947497 	 402.034188034188 	 11.7494110663604 	 401.307692307692 	 15.8189387644148 	 401.830769230769 	 13.6482335982591 	 405.833333333333 	 13.2537491368624 	 405 	 14.1763695177793 	 402.034188034188 	 11.2039361061268 	 402.692307692308 	 17.6021794934877 	 401.830769230769 	 12.5270104372451 	 405.833333333333 	 12.9594491369896 	 405 	 13.5048682606165 	 402.615384615385 	 10.492990833691 	 401.525641025641 	 15.0043331235869 	 403.181818181818 	 15.5842594310957 	 403.181818181818 	 16.2715905692934 	 405 	 14.925813209533 	 402.288461538462 	 10.8455883652499 	 401.408284023669 	 14.8427021717582 	 404.375 	 14.1838004296621 	 401.307692307692 	 14.718672093662 	 402.288461538462 	 11.719014114889 	 405 	 14.1116558009643 	 403.181818181818 	 15.35638937923 	 403.051282051282 	 9.10383147410462 	 403.051282051282 	 9.98091225990722 	 405.833333333333 	 13.0979488580457 	 403.181818181818 	 18.3671556401529 	 403.051282051282 	 9.41623418996636 	 403.888888888889 	 14.620896751083 	 405.833333333333 	 15.4485119788636 
 401.909090909091 	 16.1847521055941 	 402.333333333333 	 13.7641210341496 	 401.909090909091 	 16.9707138460046 	 401.75 	 14.5690143062847 	 402.625 	 12.194610445467 	 402.333333333333 	 11.6303947117694 	 404.2 	 15.6065556721313 	 403 	 12.2257857861139 	 402.625 	 12.5264695650797 	 404.666666666667 	 16.0984843996344 	 405.25 	 16.1374861394994 	 402.333333333333 	 12.1811606541992 	 401.5 	 16.2087009990958 	 402.1 	 14.0753184553224 	 407 	 15.3601469466407 	 406 	 15.9970243486724 	 402.333333333333 	 11.6178328990679 	 403.230769230769 	 18.8148883866606 	 402.1 	 12.9182153391694 	 407 	 14.8911156559078 	 406 	 15.1753520505494 	 403 	 10.9329520433716 	 401.75 	 15.4397271698428 	 403.818181818182 	 16.9096160029929 	 403.818181818182 	 17.6297674841645 	 406 	 16.8146113158101 	 402.625 	 11.2896627037028 	 401.615384615385 	 15.2317358282819 	 405.25 	 15.8859448599398 	 401.5 	 15.0802156599532 	 402.625 	 12.1854755893115 	 406 	 16.0705867010195 	 403.818181818182 	 16.6813577764693 	 403.5 	 9.54293781694232 	 403.5 	 10.4838252155602 	 407 	 15.1547771521506 	 403.818181818182 	 19.8009831149068 	 403.5 	 9.86187372412272 	 404.666666666667 	 16.0973981086075 	 407 	 17.5608603280887 
 402.150080688542 	 16.6671464597903 	 402.811965811966 	 14.5358151960568 	 402.300699300699 	 17.6903829737722 	 402.108974358974 	 15.2258242896491 	 403.163461538462 	 13.0064880184044 	 402.811965811966 	 12.3628140081 	 404.9 	 17.1459344046555 	 403.615384615385 	 12.9988182790506 	 402.956360946746 	 13.0348240452542 	 405.444444444444 	 17.8193365411848 	 406.125 	 17.9294204526539 	 402.811965811966 	 12.9186059250426 	 401.807692307692 	 16.8584420920872 	 402.530769230769 	 14.7950702270246 	 407.5 	 16.3863399341325 	 407 	 18.0808735988435 	 402.811965811966 	 12.3243845343888 	 403.769230769231 	 20.1224751586527 	 402.530769230769 	 13.5802403306676 	 407.583333333333 	 15.9844718083898 	 407 	 17.1129991509856 	 403.615384615385 	 11.6949398198379 	 402.108974358974 	 16.16548522929 	 404.454545454545 	 18.3716139955014 	 404.454545454545 	 19.1182409448847 	 407 	 18.9959503046254 	 403.163461538462 	 12.0556895464416 	 401.94674556213 	 15.8815382648373 	 406.125 	 17.845715111632 	 401.807692307692 	 15.6812549331726 	 403.163461538462 	 12.9866713392616 	 407 	 18.3790225771667 	 404.454545454545 	 18.1432174119606 	 404.217948717949 	 10.3147570625897 	 403.941814595661 	 11.0163307011677 	 407.466666666667 	 16.0893346382881 	 404.454545454545 	 21.3144934552177 	 404.217948717949 	 10.6478164012186 	 405.444444444444 	 17.7526009505977 	 407.5 	 18.5731358747813 
 402.300699300699 	 16.9764923332797 	 403.111111111111 	 15.0452487067128 	 402.545454545455 	 18.1603215169146 	 402.333333333333 	 15.6558010633227 	 403.5 	 13.5506284404409 	 403.111111111111 	 12.8526238626738 	 405.6 	 18.8507690122774 	 404 	 13.5188161460429 	 403.163461538462 	 13.3654145623622 	 406.222222222222 	 19.7207854727469 	 407 	 19.9627532655407 	 403.111111111111 	 13.4102154977437 	 402 	 17.2813289515343 	 402.8 	 15.2682982311999 	 408 	 17.4922302236146 	 407.583333333333 	 19.4195031962155 	 403.111111111111 	 12.7951086774993 	 404.307692307692 	 21.5282244523817 	 402.8 	 14.0176185187764 	 408.166666666667 	 17.1668142402274 	 407.5 	 18.1896904792989 	 404 	 12.2095966191918 	 402.333333333333 	 16.6374462074847 	 405.090909090909 	 19.9784562301148 	 405.090909090909 	 20.741965774332 	 407.466666666667 	 20.1207884299334 	 403.5 	 12.5713618512168 	 402.153846153846 	 16.3052677983299 	 407 	 20.0903806882585 	 402 	 16.0713748909576 	 403.5 	 13.5235384661057 	 407.411764705882 	 19.4406057933494 	 405.090909090909 	 19.7513109832377 	 404.666666666667 	 10.843833921502 	 404.217948717949 	 11.3690702038742 	 407.933333333333 	 17.0934586266377 	 405.090909090909 	 22.8933332685516 	 404.666666666667 	 11.1884657175205 	 406.222222222222 	 19.597488388236 	 408 	 19.6528622167466 
 402.545454545455 	 17.4920913944357 	 403.405654174885 	 15.5678598711697 	 402.786444324906 	 18.6385371402862 	 402.692307692308 	 16.3762063874621 	 403.831360946746 	 14.1151314152623 	 403.405654174885 	 13.3603672646818 	 406.3 	 20.7277190914549 	 404.378698224852 	 14.060030185536 	 403.5 	 13.9242905701994 	 407 	 21.7944708268854 	 407.4375 	 21.0750045240469 	 403.405654174885 	 13.9185178956905 	 402.307692307692 	 17.9856882796205 	 403.230769230769 	 16.0638937677528 	 408.5 	 18.6810915893959 	 408.166666666667 	 20.8458797371873 	 403.589743589744 	 13.5975592660306 	 404.846153846154 	 23.0342872752652 	 403.065088757396 	 14.4668186052064 	 408.75 	 18.4392857924 	 408 	 19.3413915265799 	 404.378698224852 	 12.7467896770695 	 402.692307692308 	 17.4220810828455 	 405.727272727273 	 21.7365481086063 	 405.727272727273 	 22.5034908516269 	 407.933333333333 	 21.3160213713132 	 403.831360946746 	 13.1085358442173 	 402.485207100592 	 17.0123267715062 	 407.388888888889 	 21.1856412858309 	 402.307692307692 	 16.7193828616595 	 403.831360946746 	 14.0806534988173 	 407.823529411765 	 20.5704296731137 	 405.727272727273 	 21.513998360531 	 405.108481262327 	 11.4024363830438 	 404.666666666667 	 11.9768609353796 	 408.4 	 18.1707870916527 	 405.727272727273 	 24.5179215261613 	 405.108481262327 	 11.7609254239525 	 407 	 21.6384241439625 	 408.5 	 20.8016288056926 
